,Tokens,Occurences
1362,rememb,"[('T1.txt', 2), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 1)]"
1363,ridg,"[('T7.txt', 1)]"
1364,immedi,"[('T1.txt', 2), ('T4.txt', 1), ('T10.txt', 2)]"
1365,royalti,"[('T10.txt', 5)]"
1366,hive,"[('T7.txt', 1)]"
1367,_conceptual_,"[('T7.txt', 2)]"
1368,84116,"[('T10.txt', 1)]"
1369,saucer,"[('T4.txt', 1), ('T8.txt', 1)]"
1370,capac,"[('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 7), ('T9.txt', 1)]"
1371,morgan,"[('T8.txt', 3)]"
1372,bulki,"[('T9.txt', 1)]"
1373,surrend,"[('T8.txt', 1)]"
1374,tenant,"[('T7.txt', 2)]"
1375,_not_,"[('T9.txt', 1)]"
1376,short,"[('T1.txt', 3), ('T7.txt', 3), ('T9.txt', 4)]"
1377,sceneri,"[('T4.txt', 1)]"
1378,mix,"[('T1.txt', 2), ('T5.txt', 1), ('T9.txt', 2)]"
1379,596,"[('T10.txt', 1)]"
1380,day_,"[('T1.txt', 3), ('T9.txt', 1)]"
1381,selenium,"[('T5.txt', 1)]"
1382,eleventh,"[('T1.txt', 1), ('T3.txt', 1)]"
1383,regulu,"[('T5.txt', 1)]"
1384,victoria,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 1)]"
1385,planetari,"[('T1.txt', 1), ('T3.txt', 1), ('T6.txt', 2)]"
1386,spirit,"[('T7.txt', 2), ('T8.txt', 1)]"
1387,scientist,"[('T2.txt', 1), ('T5.txt', 1)]"
1388,interlink,"[('T7.txt', 2)]"
1389,making_,"[('T10.txt', 1)]"
1390,store,"[('T1.txt', 2), ('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 5), ('T10.txt', 3)]"
1391,dust,"[('T1.txt', 2), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 1)]"
1392,world_,"[('T7.txt', 1)]"
1393,thyroid,"[('T1.txt', 1), ('T6.txt', 1)]"
1394,00,"[('T5.txt', 1)]"
1395,hypothes,"[('T9.txt', 2)]"
1396,shall,"[('T1.txt', 5), ('T2.txt', 1), ('T5.txt', 1), ('T7.txt', 1), ('T9.txt', 5), ('T10.txt', 4)]"
1397,yerk,"[('T1.txt', 8), ('T2.txt', 2), ('T4.txt', 1), ('T5.txt', 4), ('T8.txt', 1)]"
1398,approach,"[('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
1399,regul,"[('T1.txt', 2), ('T6.txt', 2), ('T10.txt', 2)]"
1400,within,"[('T1.txt', 7), ('T2.txt', 2), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 7), ('T7.txt', 6), ('T8.txt', 2), ('T9.txt', 2), ('T10.txt', 4)]"
1401,understood,"[('T1.txt', 1), ('T7.txt', 1), ('T9.txt', 2)]"
1402,diamet,"[('T1.txt', 3), ('T2.txt', 1), ('T3.txt', 2), ('T4.txt', 1), ('T5.txt', 6), ('T6.txt', 4), ('T8.txt', 1), ('T9.txt', 2)]"
1403,tenabl,"[('T2.txt', 1), ('T6.txt', 1)]"
1404,pari,"[('T5.txt', 1), ('T7.txt', 1)]"
1405,conting,"[('T7.txt', 2)]"
1406,humblest,"[('T7.txt', 1)]"
1407,knickerbock,"[('T1.txt', 1)]"
1408,siriu,"[('T1.txt', 1), ('T5.txt', 1)]"
1409,nearli,"[('T2.txt', 2), ('T3.txt', 1), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 5), ('T10.txt', 2)]"
1410,parent,"[('T1.txt', 2), ('T6.txt', 5), ('T7.txt', 10), ('T8.txt', 3)]"
1411,whatev,"[('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 3), ('T10.txt', 2)]"
1412,gullet,"[('T8.txt', 1)]"
1413,outer,"[('T2.txt', 5), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T9.txt', 2)]"
1414,soddi,"[('T1.txt', 1), ('T9.txt', 3), ('T10.txt', 2)]"
1415,starch,"[('T6.txt', 2)]"
1416,ladi,"[('T8.txt', 1)]"
1417,138,"[('T1.txt', 2)]"
1418,repertori,"[('T7.txt', 1), ('T8.txt', 1)]"
1419,librari,"[('T1.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
1420,scoop,"[('T1.txt', 1), ('T10.txt', 1)]"
1421,_learn_,"[('T8.txt', 1)]"
1422,longitudin,"[('T6.txt', 1)]"
1423,bridg,"[('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
1424,elect,"[('T10.txt', 1)]"
1425,stray,"[('T2.txt', 1)]"
1426,distributor,"[('T10.txt', 1)]"
1427,_reproduct,"[('T2.txt', 1)]"
1428,disgust,"[('T9.txt', 1)]"
1429,anti,"[('T7.txt', 1)]"
1430,backbon,"[('T6.txt', 2), ('T7.txt', 4)]"
1431,beast,"[('T7.txt', 1)]"
1432,sole,"[('T7.txt', 2)]"
1433,white,"[('T1.txt', 4), ('T2.txt', 9), ('T3.txt', 1), ('T4.txt', 7), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 2), ('T9.txt', 9), ('T10.txt', 1)]"
1434,dictum,"[('T8.txt', 1)]"
1435,unison,"[('T9.txt', 1)]"
1436,seeth,"[('T3.txt', 2)]"
1437,fixiti,"[('T5.txt', 1)]"
1438,masteri,"[('T1.txt', 2), ('T7.txt', 2)]"
1439,flat,"[('T7.txt', 2)]"
1440,standard,"[('T1.txt', 1), ('T10.txt', 1)]"
1441,spore,"[('T6.txt', 1), ('T7.txt', 1)]"
1442,steadi,"[('T2.txt', 1), ('T9.txt', 1), ('T10.txt', 1)]"
1443,_trillions_,"[('T9.txt', 1)]"
1444,teach,"[('T8.txt', 1)]"
1445,neither,"[('T6.txt', 2), ('T8.txt', 1)]"
1446,238,"[('T1.txt', 2), ('T9.txt', 1)]"
1447,vii,"[('T1.txt', 1), ('T6.txt', 1)]"
1448,version,"[('T10.txt', 1)]"
1449,leopard,"[('T1.txt', 1)]"
1450,much,"[('T1.txt', 6), ('T3.txt', 4), ('T4.txt', 2), ('T5.txt', 8), ('T6.txt', 9), ('T7.txt', 17), ('T8.txt', 5), ('T9.txt', 5), ('T10.txt', 4)]"
1451,hanger,"[('T7.txt', 1)]"
1452,_darwin,"[('T7.txt', 2)]"
1453,perform,"[('T6.txt', 1), ('T8.txt', 1), ('T9.txt', 1), ('T10.txt', 6)]"
1454,lankest,"[('T8.txt', 2)]"
1455,faster,"[('T9.txt', 2), ('T10.txt', 4)]"
1456,qualiti,"[('T7.txt', 3), ('T8.txt', 1)]"
1457,cross,"[('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T10.txt', 2)]"
1458,brian,"[('T1.txt', 1), ('T10.txt', 1)]"
1459,addit,"[('T1.txt', 2), ('T2.txt', 1), ('T9.txt', 2), ('T10.txt', 6)]"
1460,tast,"[('T8.txt', 1)]"
1461,marsh,"[('T1.txt', 2), ('T3.txt', 1), ('T7.txt', 4)]"
1462,hole,"[('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1)]"
1463,iv,"[('T1.txt', 1), ('T6.txt', 1)]"
1464,carpet,"[('T1.txt', 1)]"
1465,geograph,"[('T7.txt', 2)]"
1466,56,"[('T1.txt', 2), ('T6.txt', 1)]"
1467,universe_,"[('T5.txt', 1)]"
1468,area,"[('T1.txt', 1), ('T2.txt', 1), ('T3.txt', 1), ('T5.txt', 2), ('T6.txt', 4), ('T7.txt', 4)]"
1469,passiv,"[('T6.txt', 1)]"
1470,liken,"[('T10.txt', 1)]"
1471,giraff,"[('T1.txt', 1), ('T6.txt', 2)]"
1472,disappear,"[('T6.txt', 1), ('T7.txt', 4), ('T8.txt', 1), ('T9.txt', 2)]"
1473,intens,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
1474,keith,"[('T1.txt', 1)]"
1475,185,"[('T1.txt', 1)]"
1476,1919,"[('T1.txt', 2), ('T2.txt', 1), ('T9.txt', 1)]"
1477,aerolit,"[('T6.txt', 1)]"
1478,runner,"[('T7.txt', 1)]"
1479,artifici,"[('T6.txt', 3), ('T9.txt', 4)]"
1480,_most,"[('T7.txt', 1)]"
1481,successor,"[('T10.txt', 1)]"
1482,note,"[('T1.txt', 2), ('T3.txt', 3), ('T6.txt', 1), ('T7.txt', 4), ('T8.txt', 2), ('T9.txt', 2)]"
1483,gill,"[('T7.txt', 10)]"
1484,_how_,"[('T9.txt', 1)]"
1485,rifl,"[('T9.txt', 1)]"
1486,juic,"[('T6.txt', 1)]"
1487,receipt,"[('T10.txt', 2)]"
1488,cone,"[('T8.txt', 2)]"
1489,magnifi,"[('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T9.txt', 3)]"
1490,cleft,"[('T7.txt', 4)]"
1491,finit,"[('T5.txt', 1)]"
1492,squid,"[('T1.txt', 1)]"
1493,berridg,"[('T1.txt', 9), ('T7.txt', 1), ('T8.txt', 1)]"
1494,anyon,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 4)]"
1495,breed,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
1496,use,"[('T1.txt', 7), ('T2.txt', 2), ('T5.txt', 5), ('T6.txt', 7), ('T7.txt', 15), ('T8.txt', 8), ('T9.txt', 13), ('T10.txt', 21)]"
1497,1843,"[('T4.txt', 1)]"
1498,expositor,"[('T7.txt', 1)]"
1499,marsupi,"[('T7.txt', 1)]"
1500,adapt,"[('T1.txt', 9), ('T3.txt', 2), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 9), ('T8.txt', 1), ('T9.txt', 2)]"
1501,anatomi,"[('T7.txt', 1)]"
1502,renaiss,"[('T9.txt', 1)]"
1503,realiz,"[('T1.txt', 1)]"
1504,unpalat,"[('T8.txt', 2)]"
1505,e,"[('T1.txt', 14), ('T2.txt', 2), ('T3.txt', 1), ('T6.txt', 14), ('T7.txt', 13), ('T8.txt', 1), ('T9.txt', 3), ('T10.txt', 24)]"
1506,_critic,"[('T10.txt', 1)]"
1507,explos,"[('T6.txt', 2), ('T9.txt', 2), ('T10.txt', 1)]"
1508,sept,"[('T1.txt', 1)]"
1509,dint,"[('T6.txt', 2)]"
1510,give,"[('T1.txt', 9), ('T2.txt', 5), ('T4.txt', 3), ('T5.txt', 2), ('T6.txt', 9), ('T7.txt', 3), ('T9.txt', 17), ('T10.txt', 6)]"
1511,lesser,"[('T10.txt', 1)]"
1512,174,"[('T1.txt', 1)]"
1513,251,"[('T1.txt', 1)]"
1514,motiv,"[('T8.txt', 1)]"
1515,motor,"[('T6.txt', 8)]"
1516,crab,"[('T1.txt', 3), ('T7.txt', 3)]"
1517,paint,"[('T1.txt', 1), ('T6.txt', 1), ('T9.txt', 3)]"
1518,happen,"[('T5.txt', 1), ('T6.txt', 4), ('T7.txt', 1), ('T8.txt', 3), ('T9.txt', 3), ('T10.txt', 1)]"
1519,soap,"[('T1.txt', 1)]"
1520,sci,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
1521,fairli,"[('T9.txt', 2)]"
1522,upbuild,"[('T6.txt', 1)]"
1523,plane,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 6), ('T7.txt', 2), ('T8.txt', 1)]"
1524,injuri,"[('T6.txt', 1)]"
1525,lizard,"[('T1.txt', 1), ('T7.txt', 3), ('T8.txt', 2)]"
1526,guard,"[('T8.txt', 1)]"
1527,drag,"[('T10.txt', 1)]"
1528,preced,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
1529,excit,"[('T5.txt', 2), ('T8.txt', 2)]"
1530,hierarchi,"[('T7.txt', 1)]"
1531,melt,"[('T3.txt', 1), ('T4.txt', 1)]"
1532,univers,"[('T1.txt', 32), ('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 5), ('T5.txt', 14), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 13), ('T10.txt', 10)]"
1533,_euplectella_,"[('T1.txt', 1)]"
1534,bilater,"[('T6.txt', 3)]"
1535,freshwat,"[('T6.txt', 3), ('T7.txt', 9), ('T8.txt', 1)]"
1536,concis,"[('T1.txt', 1)]"
1537,opteryx_,"[('T7.txt', 3)]"
1538,outstand,"[('T7.txt', 1)]"
1539,carrier,"[('T1.txt', 1), ('T9.txt', 1)]"
1540,lasso,"[('T6.txt', 1)]"
1541,california,"[('T5.txt', 2), ('T6.txt', 1)]"
1542,vapour,"[('T1.txt', 3), ('T2.txt', 4), ('T3.txt', 3), ('T4.txt', 5), ('T5.txt', 1), ('T9.txt', 1)]"
1543,grand,"[('T7.txt', 2)]"
1544,permit,"[('T9.txt', 1), ('T10.txt', 3)]"
1545,arbor,"[('T1.txt', 2), ('T7.txt', 3)]"
1546,overflow,"[('T7.txt', 1)]"
1547,impuls,"[('T6.txt', 2)]"
1548,work,"[('T1.txt', 6), ('T2.txt', 2), ('T4.txt', 1), ('T5.txt', 5), ('T6.txt', 8), ('T7.txt', 8), ('T8.txt', 1), ('T9.txt', 5), ('T10.txt', 81)]"
1549,sideway,"[('T1.txt', 1)]"
1550,poker,"[('T9.txt', 7)]"
1551,backboneless,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 4)]"
1552,vivo,"[('T6.txt', 1)]"
1553,law,"[('T1.txt', 2), ('T2.txt', 1), ('T7.txt', 1), ('T10.txt', 13)]"
1554,sugar,"[('T6.txt', 3), ('T9.txt', 1)]"
1555,_after,"[('T6.txt', 1), ('T7.txt', 4)]"
1556,eleph,"[('T7.txt', 2), ('T8.txt', 2)]"
1557,exempt,"[('T6.txt', 1), ('T10.txt', 2)]"
1558,race,"[('T1.txt', 2), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 11), ('T9.txt', 1), ('T10.txt', 1)]"
1559,wholli,"[('T8.txt', 1)]"
1560,broader,"[('T3.txt', 1)]"
1561,respiratori,"[('T7.txt', 1)]"
1562,broil,"[('T3.txt', 1)]"
1563,hornbil,"[('T1.txt', 1)]"
1564,would,"[('T1.txt', 14), ('T2.txt', 13), ('T3.txt', 5), ('T4.txt', 16), ('T5.txt', 9), ('T6.txt', 11), ('T7.txt', 9), ('T8.txt', 3), ('T9.txt', 24), ('T10.txt', 21)]"
1565,rigid,"[('T4.txt', 1)]"
1566,fitli,"[('T7.txt', 1)]"
1567,triceratop,"[('T1.txt', 1), ('T7.txt', 1)]"
1568,reservoir,"[('T10.txt', 3)]"
1569,shaft,"[('T9.txt', 1)]"
1570,powder,"[('T9.txt', 1)]"
1571,nurtur,"[('T7.txt', 1), ('T8.txt', 1)]"
1572,1859,"[('T6.txt', 1), ('T7.txt', 1)]"
1573,lightn,"[('T1.txt', 1), ('T9.txt', 3)]"
1574,dorsal,"[('T7.txt', 1)]"
1575,cubic,"[('T4.txt', 2)]"
1576,inch,"[('T1.txt', 4), ('T4.txt', 2), ('T5.txt', 10), ('T6.txt', 2), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 11)]"
1577,die,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 4), ('T6.txt', 2), ('T7.txt', 2)]"
1578,pelag,"[('T1.txt', 1), ('T7.txt', 2)]"
1579,carcass,"[('T8.txt', 1)]"
1580,eclips,"[('T1.txt', 9), ('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T9.txt', 1)]"
1581,sink,"[('T4.txt', 1), ('T5.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
1582,_planets_,"[('T1.txt', 1)]"
1583,newt,"[('T7.txt', 1)]"
1584,limb,"[('T1.txt', 3), ('T7.txt', 10)]"
1585,invalid,"[('T10.txt', 1)]"
1586,chalk,"[('T1.txt', 1), ('T6.txt', 3)]"
1587,carnegi,"[('T2.txt', 2)]"
1588,pastur,"[('T7.txt', 1)]"
1589,occurr,"[('T6.txt', 1)]"
1590,nobl,"[('T7.txt', 1)]"
1591,bullet,"[('T9.txt', 2)]"
1592,discern,"[('T6.txt', 1), ('T7.txt', 1)]"
1593,pelomyxa,"[('T6.txt', 1)]"
1594,_square_,"[('T5.txt', 1)]"
1595,fli,"[('T1.txt', 7), ('T6.txt', 9), ('T7.txt', 23), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
1596,sir,"[('T1.txt', 9), ('T2.txt', 2), ('T6.txt', 2), ('T8.txt', 2), ('T9.txt', 8), ('T10.txt', 5)]"
1597,bank,"[('T8.txt', 3)]"
1598,fifti,"[('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
1599,206,"[('T9.txt', 1)]"
1600,veget,"[('T3.txt', 2), ('T4.txt', 2), ('T6.txt', 5), ('T7.txt', 3), ('T9.txt', 1)]"
1601,lowest,"[('T6.txt', 1), ('T7.txt', 1)]"
1602,chlorophyl,"[('T6.txt', 3), ('T9.txt', 1)]"
1603,233,"[('T1.txt', 4)]"
1604,behaviour,"[('T1.txt', 2), ('T6.txt', 11), ('T7.txt', 17), ('T8.txt', 10)]"
1605,strict,"[('T7.txt', 1), ('T10.txt', 1)]"
1606,gnaw,"[('T8.txt', 3)]"
1607,occas,"[('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
1608,anchor,"[('T7.txt', 1)]"
1609,inexhaust,"[('T7.txt', 1), ('T9.txt', 1)]"
1610,skill,"[('T5.txt', 1), ('T7.txt', 2)]"
1611,infantil,"[('T7.txt', 2)]"
1612,tapeworm,"[('T7.txt', 1)]"
1613,extraordinarili,"[('T4.txt', 1), ('T7.txt', 1)]"
1614,elong,"[('T5.txt', 1), ('T7.txt', 2)]"
1615,river,"[('T1.txt', 1), ('T7.txt', 4), ('T8.txt', 3), ('T10.txt', 1)]"
1616,miser,"[('T6.txt', 1)]"
1617,plod,"[('T7.txt', 1)]"
1618,concret,"[('T6.txt', 1)]"
1619,understand,"[('T1.txt', 3), ('T2.txt', 2), ('T6.txt', 2), ('T7.txt', 4), ('T9.txt', 2), ('T10.txt', 1)]"
1620,83,"[('T1.txt', 2)]"
1621,relationship,"[('T1.txt', 1), ('T2.txt', 1), ('T7.txt', 1)]"
1622,kea,"[('T8.txt', 1)]"
1623,visibl,"[('T1.txt', 4), ('T2.txt', 3), ('T3.txt', 2), ('T4.txt', 4), ('T5.txt', 3), ('T9.txt', 8), ('T10.txt', 1)]"
1624,coastlin,"[('T10.txt', 1)]"
1625,violenc,"[('T6.txt', 1)]"
1626,least,"[('T1.txt', 2), ('T3.txt', 2), ('T4.txt', 2), ('T5.txt', 2), ('T7.txt', 4), ('T9.txt', 2)]"
1627,ascertain,"[('T3.txt', 1)]"
1628,steadili,"[('T9.txt', 2), ('T10.txt', 1)]"
1629,otter,"[('T1.txt', 1)]"
1630,ignoramu,"[('T6.txt', 1)]"
1631,hammer,"[('T1.txt', 1), ('T8.txt', 1)]"
1632,hawaii,"[('T7.txt', 1)]"
1633,debt,"[('T6.txt', 1)]"
1634,void,"[('T1.txt', 1), ('T10.txt', 1)]"
1635,seldom,"[('T5.txt', 1), ('T10.txt', 1)]"
1636,downward,"[('T2.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
1637,bore,"[('T9.txt', 1)]"
1638,flinti,"[('T1.txt', 1)]"
1639,opossum,"[('T1.txt', 2)]"
1640,minnow,"[('T1.txt', 1), ('T7.txt', 1)]"
1641,instruct,"[('T1.txt', 1), ('T3.txt', 1), ('T7.txt', 1), ('T8.txt', 1)]"
1642,diplodocu,"[('T3.txt', 1)]"
1643,nervou,"[('T6.txt', 2)]"
1644,astronomy_,"[('T2.txt', 1), ('T5.txt', 4)]"
1645,caviti,"[('T2.txt', 1), ('T7.txt', 1)]"
1646,produc,"[('T1.txt', 3), ('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 5), ('T6.txt', 8), ('T9.txt', 14), ('T10.txt', 12)]"
1647,disentangl,"[('T5.txt', 1)]"
1648,trypanosom,"[('T6.txt', 3)]"
1649,yolk,"[('T6.txt', 2)]"
1650,outlook,"[('T6.txt', 1)]"
1651,lb,"[('T6.txt', 1)]"
1652,rhodesian,"[('T1.txt', 1)]"
1653,without,"[('T1.txt', 3), ('T2.txt', 3), ('T4.txt', 2), ('T5.txt', 3), ('T6.txt', 7), ('T7.txt', 9), ('T8.txt', 3), ('T9.txt', 4), ('T10.txt', 10)]"
1654,anamnia,"[('T7.txt', 1)]"
1655,enigmat,"[('T4.txt', 1)]"
1656,gradat,"[('T2.txt', 1)]"
1657,flux,"[('T7.txt', 1), ('T10.txt', 1)]"
1658,foraminif,"[('T1.txt', 1), ('T6.txt', 1)]"
1659,thrill,"[('T2.txt', 1)]"
1660,187,"[('T1.txt', 1)]"
1661,_thinopus_,"[('T7.txt', 1)]"
1662,_area_,"[('T5.txt', 1)]"
1663,endeavour,"[('T6.txt', 2), ('T7.txt', 3), ('T8.txt', 1)]"
1664,lloyd,"[('T8.txt', 3)]"
1665,mobil,"[('T6.txt', 1), ('T10.txt', 2)]"
1666,peck,"[('T8.txt', 5)]"
1667,pound,"[('T5.txt', 4), ('T9.txt', 3)]"
1668,portion,"[('T1.txt', 2), ('T5.txt', 3), ('T6.txt', 3)]"
1669,unlink,"[('T10.txt', 1)]"
1670,undercharg,"[('T9.txt', 1)]"
1671,_pal,"[('T7.txt', 1)]"
1672,almanac_,"[('T5.txt', 2)]"
1673,rutherford,"[('T1.txt', 2), ('T9.txt', 1)]"
1674,lid,"[('T7.txt', 1)]"
1675,whale,"[('T1.txt', 2), ('T7.txt', 6)]"
1676,dwindl,"[('T7.txt', 1), ('T10.txt', 1)]"
1677,travers,"[('T1.txt', 1), ('T9.txt', 1)]"
1678,von,"[('T8.txt', 1)]"
1679,_72,"[('T5.txt', 1)]"
1680,file,"[('T9.txt', 2), ('T10.txt', 4)]"
1681,robe,"[('T9.txt', 1)]"
1682,virtu,"[('T9.txt', 1), ('T10.txt', 1)]"
1683,integumentari,"[('T7.txt', 1)]"
1684,stellar,"[('T1.txt', 4), ('T4.txt', 4), ('T5.txt', 3)]"
1685,especi,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
1686,domin,"[('T7.txt', 4)]"
1687,civilis,"[('T1.txt', 2), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 3)]"
1688,procyon,"[('T5.txt', 1)]"
1689,hidden,"[('T1.txt', 3)]"
1690,instal,"[('T10.txt', 1)]"
1691,veloc,"[('T1.txt', 2), ('T5.txt', 1), ('T9.txt', 3), ('T10.txt', 2)]"
1692,continu,"[('T1.txt', 4), ('T2.txt', 4), ('T4.txt', 4), ('T6.txt', 6), ('T7.txt', 11), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 5)]"
1693,cod,"[('T7.txt', 1)]"
1694,composit,"[('T1.txt', 2), ('T2.txt', 3), ('T6.txt', 1)]"
1695,freeli,"[('T9.txt', 3), ('T10.txt', 4)]"
1696,salicyl,"[('T6.txt', 1)]"
1697,grave,"[('T4.txt', 1), ('T10.txt', 1)]"
1698,manifest,"[('T2.txt', 1), ('T6.txt', 1), ('T9.txt', 6), ('T10.txt', 1)]"
1699,raw,"[('T7.txt', 1), ('T8.txt', 1)]"
1700,hypohippu,"[('T7.txt', 1)]"
1701,sunset,"[('T9.txt', 1)]"
1702,_arch,"[('T7.txt', 4)]"
1703,januari,"[('T1.txt', 2), ('T3.txt', 2)]"
1704,entiti,"[('T9.txt', 5), ('T10.txt', 7)]"
1705,beyond,"[('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 3), ('T10.txt', 2)]"
1706,thoroughgo,"[('T7.txt', 1)]"
1707,irrupt,"[('T4.txt', 1)]"
1708,restor,"[('T1.txt', 5), ('T6.txt', 1), ('T7.txt', 1)]"
1709,team,"[('T1.txt', 1), ('T10.txt', 1)]"
1710,crest,"[('T2.txt', 2), ('T9.txt', 6)]"
1711,formul,"[('T7.txt', 1)]"
1712,readili,"[('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 2)]"
1713,twig,"[('T8.txt', 1)]"
1714,mosquito,"[('T6.txt', 1), ('T7.txt', 1)]"
1715,lord,"[('T1.txt', 1), ('T6.txt', 3), ('T9.txt', 1), ('T10.txt', 1)]"
1716,_first,"[('T1.txt', 1)]"
1717,gloriou,"[('T2.txt', 1)]"
1718,immatur,"[('T6.txt', 2), ('T7.txt', 1)]"
1719,glu,"[('T1.txt', 1), ('T5.txt', 1)]"
1720,oxal,"[('T6.txt', 1)]"
1721,climax,"[('T7.txt', 4), ('T8.txt', 3)]"
1722,await,"[('T10.txt', 1)]"
1723,nuclei,"[('T6.txt', 2)]"
1724,1914,"[('T1.txt', 2), ('T3.txt', 2), ('T4.txt', 1), ('T8.txt', 1)]"
1725,function,"[('T5.txt', 1), ('T6.txt', 1)]"
1726,millimetr,"[('T9.txt', 2)]"
1727,foot,"[('T6.txt', 1), ('T7.txt', 10), ('T8.txt', 2)]"
1728,growth,"[('T1.txt', 1), ('T6.txt', 4)]"
1729,underw,"[('T5.txt', 1), ('T7.txt', 1)]"
1730,pelagica_,"[('T1.txt', 1)]"
1731,2163,"[('T5.txt', 1)]"
1732,pressur,"[('T2.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 3)]"
1733,taut,"[('T7.txt', 2)]"
1734,extraordinari,"[('T1.txt', 2), ('T3.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
1735,outcom,"[('T1.txt', 3), ('T6.txt', 3), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
1736,inherit,"[('T6.txt', 3), ('T7.txt', 1), ('T8.txt', 1)]"
1737,suppos,"[('T1.txt', 2), ('T3.txt', 3), ('T4.txt', 5), ('T5.txt', 6), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 6), ('T10.txt', 2)]"
1738,oper,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T10.txt', 1)]"
1739,clutch,"[('T6.txt', 1)]"
1740,dimli,"[('T1.txt', 1)]"
1741,obvious,"[('T2.txt', 1), ('T5.txt', 2), ('T6.txt', 1), ('T10.txt', 1)]"
1742,less,"[('T1.txt', 4), ('T2.txt', 3), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 5), ('T7.txt', 10), ('T8.txt', 2), ('T9.txt', 2), ('T10.txt', 2)]"
1743,addresses_,"[('T10.txt', 1)]"
1744,certainli,"[('T1.txt', 2), ('T2.txt', 1), ('T3.txt', 2), ('T7.txt', 3), ('T9.txt', 1)]"
1745,prohibit,"[('T10.txt', 1)]"
1746,assist,"[('T6.txt', 1), ('T10.txt', 1)]"
1747,former,"[('T8.txt', 1)]"
1748,bill,"[('T1.txt', 8), ('T7.txt', 2), ('T8.txt', 4), ('T9.txt', 1)]"
1749,23,"[('T1.txt', 4), ('T3.txt', 1), ('T4.txt', 2)]"
1750,strenuou,"[('T6.txt', 1), ('T7.txt', 4)]"
1751,tri,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 2), ('T7.txt', 3), ('T8.txt', 4), ('T9.txt', 3), ('T10.txt', 3)]"
